time_mjd2000 mercury_x mercury_y mercury_z venus_x venus_y venus_z earth_x earth_y earth_z mars_x mars_y mars_z jupiter_x jupiter_y jupiter_z saturn_x saturn_y saturn_z uranus_x uranus_y uranus_z neptune_x neptune_y neptune_z sc_x sc_y sc_z
1.18144869e+04 5.24012612e+07 -2.38104828e+07 -6.75137697e+06 9.48525259e+07 5.21910507e+07 -4.75469160e+06 -1.04744055e+08 -1.08666806e+08 7.97120257e+03 5.17584289e+07 2.24056869e+08 3.42739369e+06 2.70515093e+08 -7.23909855e+08 -3.03909307e+06 1.27598318e+08 1.34431513e+09 -2.84222257e+07 1.76109711e+08 2.84608391e+09 8.26801336e+06 4.31011021e+09 1.15827830e+09 -1.23178485e+08 -9.61024716e+07 -1.46137746e+08 -3.88429245e+06
1.18159865e+04 5.34704999e+07 -1.76516852e+07 -6.34605912e+06 9.25684958e+07 5.60998908e+07 -4.56914198e+06 -1.01994435e+08 -1.11324327e+08 8.16717654e+03 4.88137072e+07 2.25009860e+08 3.51954037e+06 2.72080383e+08 -7.23235762e+08 -3.07692101e+06 1.26286230e+08 1.34443085e+09 -2.83719988e+07 1.75222670e+08 2.84609708e+09 8.27954914e+06 4.30992287e+09 1.15896251e+09 -1.23188259e+08 -9.33211651e+07 -1.50063738e+08 -3.99764204e+06
1.18174860e+04 5.38852406e+07 -1.12777379e+07 -5.86313779e+06 9.01223098e+07 5.99104572e+07 -4.37558836e+06 -9.91788019e+07 -1.13909796e+08 8.35791314e+03 4.58600786e+07 2.25921796e+08 3.61104486e+06 2.73644357e+08 -7.22558174e+08 -3.11473407e+06 1.24974029e+08 1.34454535e+09 -2.83217462e+07 1.74335612e+08 2.84610997e+09 8.29108413e+06 4.30973542e+09 1.15964670e+09 -1.23198029e+08 -9.05022085e+07 -1.53929205e+08 -4.10937927e+06
1.18189856e+04 5.35929857e+07 -4.75682131e+06 -5.30337138e+06 8.75181205e+07 6.36159867e+07 -4.17436337e+06 -9.62990438e+07 -1.16421617e+08 8.54329322e+03 4.28981131e+07 2.26792666e+08 3.70189291e+06 2.75207009e+08 -7.21877093e+08 -3.15253208e+06 1.23661714e+08 1.34465864e+09 -2.82714679e+07 1.73448537e+08 2.84612258e+09 8.30261831e+06 4.30954786e+09 1.16033086e+09 -1.23207796e+08 -8.76478619e+07 -1.57734497e+08 -4.21951007e+06
1.18204851e+04 5.25458654e+07 1.83000029e+06 -4.66899565e+06 8.47603640e+07 6.72098885e+07 -3.96581362e+06 -9.33570870e+07 -1.18858243e+08 8.72320122e+03 3.99283782e+07 2.27622463e+08 3.79207051e+06 2.76768330e+08 -7.21192521e+08 -3.19031484e+06 1.22349288e+08 1.34477070e+09 -2.82211641e+07 1.72561446e+08 2.84613493e+09 8.31415169e+06 4.30936019e+09 1.16101499e+09 -1.23217560e+08 -8.47603059e+07 -1.61480042e+08 -4.32804261e+06
1.18219847e+04 5.07037713e+07 8.38793501e+06 -3.96408012e+06 8.18537535e+07 7.06857564e+07 -3.75029916e+06 -9.03548922e+07 -1.21218177e+08 8.89752518e+03 3.69514385e+07 2.28411189e+08 3.88156386e+06 2.78328312e+08 -7.20504461e+08 -3.22808217e+06 1.21036752e+08 1.34488156e+09 -2.81708348e+07 1.71674337e+08 2.84614700e+09 8.32568427e+06 4.30917242e+09 1.16169909e+09 -1.23227321e+08 -8.18416402e+07 -1.65166336e+08 -4.43498712e+06
1.18234842e+04 4.80382618e+07 1.48083409e+07 -3.19489613e+06 7.88032712e+07 7.40373808e+07 -3.52819288e+06 -8.72944541e+07 -1.23499973e+08 9.06615686e+03 3.39678556e+07 2.29158855e+08 3.97035940e+06 2.79886947e+08 -7.19812915e+08 -3.26583388e+06 1.19724106e+08 1.34499120e+09 -2.81204799e+07 1.70787213e+08 2.84615879e+09 8.33721605e+06 4.30898454e+09 1.16238316e+09 -1.23237079e+08 -7.88938832e+07 -1.68793940e+08 -4.54035569e+06
1.18249838e+04 4.45371303e+07 2.09697359e+07 -2.37025330e+06 7.56141611e+07 7.72587597e+07 -3.29987990e+06 -8.41777996e+07 -1.25702239e+08 9.22899172e+03 3.09781882e+07 2.29865477e+08 4.05844377e+06 2.81444228e+08 -7.19117885e+08 -3.30356977e+06 1.18411351e+08 1.34509962e+09 -2.80700996e+07 1.69900072e+08 2.84617032e+09 8.34874702e+06 4.30879654e+09 1.16306720e+09 -1.23246834e+08 -7.59189720e+07 -1.72363465e+08 -4.64416203e+06
1.18264833e+04 4.02093266e+07 2.67403817e+07 -1.50173956e+06 7.22919203e+07 8.03441108e+07 -3.06575694e+06 -8.10069871e+07 -1.27823631e+08 9.38592902e+03 2.79829920e+07 2.30531077e+08 4.14580385e+06 2.83000146e+08 -7.18419374e+08 -3.34128967e+06 1.17098490e+08 1.34520682e+09 -2.80196940e+07 1.69012915e+08 2.84618156e+09 8.36027718e+06 4.30860845e+09 1.16375122e+09 -1.23256586e+08 -7.29187629e+07 -1.75875573e+08 -4.74642135e+06
1.18279829e+04 3.50896511e+07 3.19828127e+07 -6.03781507e+05 6.88422903e+07 8.32878818e+07 -2.82623162e+06 -7.77841044e+07 -1.29862861e+08 9.53687184e+03 2.49828198e+07 2.31155688e+08 4.23242674e+06 2.84554694e+08 -7.17717383e+08 -3.37899339e+06 1.15785523e+08 1.34531281e+09 -2.79692629e+07 1.68125741e+08 2.84619254e+09 8.37180654e+06 4.30842024e+09 1.16443520e+09 -1.23266335e+08 -6.98950322e+07 -1.79330967e+08 -4.84715012e+06
1.18294824e+04 2.92423757e+07 3.65604391e+07 3.06563230e+05 6.52712475e+07 8.60847615e+07 -2.58172185e+06 -7.45112680e+07 -1.31818692e+08 9.68172711e+03 2.19782209e+07 2.31739345e+08 4.31829974e+06 2.86107863e+08 -7.17011915e+08 -3.41668073e+06 1.14472451e+08 1.34541758e+09 -2.79188066e+07 1.67238551e+08 2.84620324e+09 8.38333508e+06 4.30823192e+09 1.16511916e+09 -1.23276080e+08 -6.68494778e+07 -1.82730387e+08 -4.94636597e+06
1.18309820e+04 2.27627808e+07 4.03459277e+07 1.21015007e+06 6.15849935e+07 8.87296898e+07 -2.33265502e+06 -7.11906218e+07 -1.33689943e+08 9.82040568e+03 1.89697417e+07 2.32282094e+08 4.40341039e+06 2.87659645e+08 -7.16302972e+08 -3.45435151e+06 1.13159276e+08 1.34552114e+09 -2.78683250e+07 1.66351346e+08 2.84621367e+09 8.39486282e+06 4.30804350e+09 1.16580308e+09 -1.23285823e+08 -6.37837204e+07 -1.86074602e+08 -5.04408749e+06
1.18324815e+04 1.57756843e+07 4.32305067e+07 2.08664281e+06 5.77899444e+07 9.12178678e+07 -2.07946736e+06 -6.78243350e+07 -1.35475486e+08 9.95282236e+03 1.59579252e+07 2.32783983e+08 4.48774644e+06 2.89210033e+08 -7.15590556e+08 -3.49200555e+06 1.11845998e+08 1.34562347e+09 -2.78178182e+07 1.65464124e+08 2.84622382e+09 8.40638975e+06 4.30785497e+09 1.16648698e+09 -1.23295562e+08 -6.06993057e+07 -1.89364409e+08 -5.14033410e+06
1.18339811e+04 8.43047389e+06 4.51328253e+07 2.91569333e+06 5.38927205e+07 9.35447671e+07 -1.82260312e+06 -6.44146019e+07 -1.37174248e+08 1.00788959e+04 1.29433112e+07 2.33245072e+08 4.57129586e+06 2.90759018e+08 -7.14874671e+08 -3.52964264e+06 1.10532620e+08 1.34572459e+09 -2.77672862e+07 1.64576887e+08 2.84623370e+09 8.41791586e+06 4.30766633e+09 1.16717084e+09 -1.23305298e+08 -5.75977060e+07 -1.92600622e+08 -5.23512594e+06
1.18354806e+04 8.92893680e+05 4.60057731e+07 3.67825213e+06 4.99001348e+07 9.57061390e+07 -1.56251384e+06 -6.09636396e+07 -1.38785211e+08 1.01985491e+04 9.92643609e+06 2.33665422e+08 4.65404682e+06 2.92306593e+08 -7.14155318e+08 -3.56726262e+06 1.09219141e+08 1.34582450e+09 -2.77167291e+07 1.63689633e+08 2.84624331e+09 8.42944116e+06 4.30747759e+09 1.16785468e+09 -1.23315032e+08 -5.44803225e+07 -1.95784077e+08 -5.32848375e+06
1.18369802e+04 -6.66533124e+06 4.58399121e+07 4.35780027e+06 4.58191811e+07 9.76980230e+07 -1.29965751e+06 -5.74736871e+07 -1.40307413e+08 1.03117089e+04 6.90783282e+06 2.34045104e+08 4.73598773e+06 2.93852749e+08 -7.13432500e+08 -3.60486528e+06 1.07905564e+08 1.34592318e+09 -2.76661469e+07 1.62802364e+08 2.84625264e+09 8.44096565e+06 4.30728873e+09 1.16853849e+09 -1.23324762e+08 -5.13484880e+07 -1.98915620e+08 -5.42042873e+06
1.18384797e+04 -1.40773659e+07 4.46628868e+07 4.94129808e+06 4.16570223e+07 9.95167548e+07 -1.03449783e+06 -5.39470042e+07 -1.41739947e+08 1.04183060e+04 3.88803099e+06 2.34384194e+08 4.81710720e+06 2.95397479e+08 -7.12706219e+08 -3.64245045e+06 1.06591889e+08 1.34602065e+09 -2.76155396e+07 1.61915079e+08 2.84626170e+09 8.45248932e+06 4.30709977e+09 1.16922227e+09 -1.23334489e+08 -4.82034685e+07 -2.01996109e+08 -5.51098247e+06
