time_mjd2000 mercury_x mercury_y mercury_z venus_x venus_y venus_z earth_x earth_y earth_z mars_x mars_y mars_z jupiter_x jupiter_y jupiter_z saturn_x saturn_y saturn_z uranus_x uranus_y uranus_z neptune_x neptune_y neptune_z sc_x sc_y sc_z
1.22597295e+04 5.30600541e+07 -8.16398720e+05 -4.93227949e+06 1.00307668e+08 4.08938110e+07 -5.22459832e+06 8.19182896e+07 -1.27973947e+08 9.73997267e+03 8.15129469e+07 -1.95198087e+08 -6.08877628e+06 6.44472730e+08 -3.85637991e+08 -1.28142087e+07 -2.61859433e+08 1.32511777e+09 -1.25834146e+07 -8.76393427e+07 2.83791966e+09 1.16531254e+07 4.24975955e+09 1.36008432e+09 -1.25943679e+08 1.33775830e+08 -1.58300770e+08 -1.13356226e+07
1.22617380e+04 5.08421381e+07 7.98383238e+06 -4.00962649e+06 9.78373762e+07 4.64277360e+07 -5.00593144e+06 8.61405536e+07 -1.25134096e+08 9.52538923e+03 8.55338503e+07 -1.93175468e+08 -6.14492149e+06 6.45606428e+08 -3.83582436e+08 -1.28481317e+07 -2.63592207e+08 1.32478887e+09 -1.25087147e+07 -8.88291092e+07 2.83782776e+09 1.16681909e+07 4.24946592e+09 1.36098819e+09 -1.25955526e+08 1.39955171e+08 -1.57317820e+08 -1.16867089e+07
1.22637465e+04 4.71513286e+07 1.65485863e+07 -2.97115696e+06 9.50602721e+07 5.18160623e+07 -4.77156614e+06 9.02646332e+07 -1.22151616e+08 9.29987632e+03 8.95185456e+07 -1.91071078e+08 -6.19846540e+06 6.46734032e+08 -3.81523260e+08 -1.28819333e+07 -2.65324554e+08 1.32445782e+09 -1.24339944e+07 -9.00188600e+07 2.83773535e+09 1.16832544e+07 4.24917210e+09 1.36189201e+09 -1.25967368e+08 1.46074885e+08 -1.56267818e+08 -1.20328155e+07
1.22657550e+04 4.19643765e+07 2.45835911e+07 -1.83879087e+06 9.19847365e+07 5.70417137e+07 -4.52222094e+06 9.42857607e+07 -1.19029816e+08 9.06368060e+03 9.34652052e+07 -1.88885506e+08 -6.24937559e+06 6.47855527e+08 -3.79460480e+08 -1.29156134e+07 -2.67056470e+08 1.32412463e+09 -1.23592540e+07 -9.12085951e+07 2.83764246e+09 1.16983158e+07 4.24887808e+09 1.36279576e+09 -1.25979205e+08 1.52135247e+08 -1.55154297e+08 -1.23740325e+07
1.22677635e+04 3.53303037e+07 3.17658059e+07 -6.43426746e+05 8.86201027e+07 6.20880849e+07 -4.25866281e+06 9.81992741e+07 -1.15772161e+08 8.81706076e+03 9.73720080e+07 -1.86619390e+08 -6.29762080e+06 6.48970902e+08 -3.77394116e+08 -1.29491714e+07 -2.68787954e+08 1.32378928e+09 -1.22844935e+07 -9.23983142e+07 2.83754906e+09 1.17133751e+07 4.24858388e+09 1.36369945e+09 -1.25991035e+08 1.58136645e+08 -1.53980621e+08 -1.27104532e+07
1.22697720e+04 2.73884073e+07 3.77669367e+07 5.75329396e+05 8.49766320e+07 6.69390959e+07 -3.98170504e+06 1.02000622e+08 -1.12382270e+08 8.56028735e+03 1.01237141e+08 -1.84273414e+08 -6.34317093e+06 6.50080145e+08 -3.75324186e+08 -1.29826071e+07 -2.70519001e+08 1.32345180e+09 -1.22097131e+07 -9.35880171e+07 2.83745517e+09 1.17284324e+07 4.24828948e+09 1.36460308e+09 -1.26002860e+08 1.64079566e+08 -1.52749985e+08 -1.30421734e+07
1.22717805e+04 1.83764758e+07 4.22876299e+07 1.77120538e+06 8.10654853e+07 7.15792444e+07 -3.69220487e+06 1.05685368e+08 -1.08863910e+08 8.29364254e+03 1.05058800e+08 -1.81848310e+08 -6.38599712e+06 6.51183242e+08 -3.73250708e+08 -1.30159201e+07 -2.72249610e+08 1.32311216e+09 -1.21349129e+07 -9.47777035e+07 2.83736079e+09 1.17434877e+07 4.24799490e+09 1.36550665e+09 -1.26014679e+08 1.69964581e+08 -1.51465423e+08 -1.33692903e+07
1.22737890e+04 8.62231652e+06 4.50966851e+07 2.89524477e+06 7.68986921e+07 7.59936572e+07 -3.39106101e+06 1.09249197e+08 -1.05220998e+08 8.01741987e+03 1.08835193e+08 -1.79344855e+08 -6.42607174e+06 6.52280182e+08 -3.71173700e+08 -1.30491100e+07 -2.73979777e+08 1.32277038e+09 -1.20600930e+07 -9.59673733e+07 2.83726591e+09 1.17585409e+07 4.24770012e+09 1.36641016e+09 -1.26026493e+08 1.75792330e+08 -1.50129810e+08 -1.36919025e+07
1.22757975e+04 -1.48406364e+06 4.60648893e+07 3.90112331e+06 7.24891167e+07 8.01681401e+07 -3.07921096e+06 1.12687918e+08 -1.01457592e+08 7.73192403e+03 1.12564539e+08 -1.76763877e+08 -6.46336848e+06 6.53370953e+08 -3.69093182e+08 -1.30821765e+07 -2.75709499e+08 1.32242646e+09 -1.19852535e+07 -9.71570263e+07 2.83717053e+09 1.17735920e+07 4.24740515e+09 1.36731360e+09 -1.26038301e+08 1.81563514e+08 -1.48745875e+08 -1.40101086e+07
1.22778060e+04 -1.15327352e+07 4.51824231e+07 4.75044832e+06 6.78504212e+07 8.40892259e+07 -2.75762829e+06 1.15997470e+08 -9.75778909e+07 7.43747056e+03 1.16245073e+08 -1.74106247e+08 -6.49786236e+06 6.54455541e+08 -3.67009172e+08 -1.31151192e+07 -2.77438775e+08 1.32208039e+09 -1.19103946e+07 -9.83466622e+07 2.83707466e+09 1.17886410e+07 4.24710999e+09 1.36821699e+09 -1.26050103e+08 1.87278884e+08 -1.47316199e+08 -1.43240076e+07
